2.2784242	-3.6037531	0.0038954012	
2.2539934	-3.6354989	0.010297192	
2.2545699	-3.5798075	-0.0098725729	
2.3076177	-3.6067315	-0.096612441	
2.2671673	-3.5357798	-0.1175325	
2.20672		-3.4801713	-0.13256243	
2.1765546	-3.4380653	-0.13822705	
2.0594915	-3.3238672	-0.14161617	
2.0159653	-3.3477451	-0.17686154	
1.9864684	-3.2589869	-0.10684292	
1.6065885	-2.7321301	-0.20509924	
1.6438244	-2.7403474	-0.2098824	
1.6607369	-2.7548259	-0.24421567	
1.6995733	-2.8240314	-0.29768121	
1.724091	-2.7491742	-0.29367601	
1.7676154	-2.7417348	-0.30563782	
1.7465914	-2.7148698	-0.29538593	
1.840516	-2.7531427	-0.36047549	
1.8753889	-2.8292464	-0.36704744	
1.9622109	-2.9586622	-0.37599833	
4.3500791	-3.2658		0.33296859	
4.578094	-3.0971653	0.4190499	
4.5325472	-3.1023545	0.46072677	
4.515278	-3.0463726	0.50187729	
4.5079947	-2.9677028	0.58190305	
4.5138574	-3.1100829	0.51071625	
4.5303942	-3.1350566	0.47098851	
4.6524591	-3.1541135	0.49450552	
4.6252937	-3.2089313	0.52627246	
4.6587647	-3.4470832	0.42421624	
3.2892249	-6.2527389	-0.57125892	
3.4410942	-6.285054	-0.69489119	
3.4150835	-6.2332384	-0.82289906	
3.3624618	-5.9411444	-0.59169764	
3.390229	-5.9080676	-0.64848804	
3.4297221	-5.9501787	-0.61084135	
3.3898751	-5.802528	-0.6560589	
3.6509587	-5.948962	-0.85969418	
3.6056587	-6.0345463	-0.82277926	
3.6229754	-6.1465331	-0.74814697	
2.2449907	5.7599085	0.40402104	
2.1436376	5.8287114	0.31386098	
2.1428555	5.942256	0.23916701	
2.1191904	6.0547385	0.21445925	
2.210762	6.0939624	0.21782263	
2.207212	6.1211091	0.22406089	
2.2718376	6.3245295	0.12912963	
2.3405806	6.3908888	0.14618526	
2.3382116	6.396012	0.13606894	
2.4435623	6.576759	0.1038643	
3.5942873	7.9777355	-0.64662261	
3.5225116	8.0120362	-0.71386322	
3.4047753	7.9464226	-0.7800067	
3.2208456	7.8705076	-0.79080044	
3.0656548	7.8144612	-0.81124589	
2.9213513	7.6769086	-0.96009257	
2.7249091	7.5959686	-1.0380607	
2.6173492	7.4907514	-1.098078	
2.4732087	7.3087171	-1.0769231	
2.3981816	7.208716	-1.0672429	
2.3851645	1.1184097	5.6858576	
2.3533261	1.0441566	5.7324387	
2.4230831	1.1034212	5.6813762	
2.3536265	1.0213229	5.7375354	
2.2682521	1.0264355	5.8315165	
2.2858975	0.95415439	5.8083777	
2.2820875	0.98121461	5.8808685	
2.219191	0.96941852	5.9092698	
2.2312829	0.90245132	5.9312464	
2.2164888	0.93722875	5.9440872	
-11.608967	0.057145091	-0.61756931	
-11.658943	-0.011158547	-0.58835621	
-11.658943	-0.011158547	-0.58835621	
-11.658943	-0.011158547	-0.58835621	
-11.705816	0.097562446	-0.65194014	
-11.705816	0.097562446	-0.65194014	
-11.705816	0.097562446	-0.65194014	
-11.594086	-4.0726693E-4	-0.54193072	
-11.594086	-4.0726693E-4	-0.54193072	
-11.594086	-4.0726693E-4	-0.54193072	
-11.638735	-0.24025316	-0.15862331	
-11.683855	-0.34963989	0.039765655	
-11.683855	-0.34963989	0.039765655	
-11.683855	-0.34963989	0.039765655	
-11.698648	-0.4054839	0.11414234	
-11.698648	-0.4054839	0.11414234	
-11.698648	-0.4054839	0.11414234	
-11.783396	-0.5701138	0.31372674	
-11.783396	-0.5701138	0.31372674	
-11.783396	-0.5701138	0.31372674	
4.286335	1.094044	-4.1119014	
4.3038323	1.0980009	-4.1269527	
4.2748524	1.0263418	-4.0820861	
4.0030901	1.0023597	-4.0252393	
3.1859669	1.2934078	-3.9540758	
3.2351407	1.1346776	-3.9232687	
3.5791267	1.0343848	-3.9687328	
3.8867085	0.82009764	-4.0837822	
3.9660473	0.82261386	-4.1186558	
4.0803634	0.77181523	-4.0090478	
